g1_1,g1_2,g1_3,g1_4,g1_5,g1_6,g1_7,g1_8,g1_9,g1_10,g1_11,g1_12,g1_13,g1_14,g1_15,g1_16,g1_17,g1_18,g1_19,g1_20,g1_21,g2_1,g2_2,g2_3,g2_4,g2_5,g2_6,g2_7,g2_8,g2_9,g2_10,g2_11,g2_12,g2_13,g2_14,g2_15,g2_16,g2_17,g2_18,g2_19,g2_20,g2_21,c_1,c_2,c_3,c_4,c_5,c_6,c_7,c_8,c_9,c_10,c_11,c_12,c_13,c_14,c_15,c_16,c_17,c_18,c_19,c_20,c_21,c_22,c_23,c_24,c_25,c_26,c_27,c_28,class
2.87,16,8,24,16,18,15,6,15,3,-9,-6,2.875872112,2.656188197,11.50452325,6.512314903,1.36255003,1.250372462,0.274202364,0.005516564,0.566065604,2.37,16,16,32,5,16,12,15,11,4,4,8,4.09483575,3.745409033,5.190700071,1.379052938,1.083906104,0.19647458,0.05502322,0.487895884,3.25,1.9,1,9,10,0,0,1,0,3.423550953,0,-8,-8,7,0,-6,-1,-1,-13,-14,-1.218963638,-1.089220836,0.278643926,-0.128680476,0,0.865572932,1.321614832,0.07816972,1.8,1
1.72,22,16,38,10,13,12,16,16,1,0,1,3.674672255,3.555636794,12.11700181,5.502654674,0.757647707,0.820950425,0.640824276,0.008066787,0.454126752,5,13,20,33,12,16,30,19,21,-14,-2,-16,2.792173743,2.743137411,4.64044393,0.913741762,1.400496424,0.686907557,0.003135395,0.442817189,3.6,2.13,1,0,1,0,0,0,0,2.294698125,2,3,5,-8,-7,-14,0,3,14,17,0.882498512,0.812499384,-0.642848717,-0.092791337,0,1.637634597,0.862210744,0.011309563,1.66,1
4.5,4,6,10,13,3,3,6,9,0,-3,-3,2.704611748,2.545920907,13.3376,4.8249088,1.26272,1.3761152,0.010955771,0.008066787,0.361752399,1.83,9,7,16,2,5,2,6,3,3,3,6,3.362302817,2.964703892,4.5638528,1.4846848,0.6928,0.009803655,0.010889024,0.455527576,3.9,1.68,2,11,13,0,0,0,0,2.044398343,-3,-3,-6,0,-3,4,4,-3,-6,-9,-0.657691068,-0.418782985,0.56992,-0.1085696,0,3.3187712,0.261056,-0.093775177,2.17,0
1.66,26,17,43,8,23,15,11,23,8,-12,-4,3.82491044,3.479776861,6.957332792,3.66610222,1.25724391,0.821609134,0.36767512,0.002242868,0.526940759,5.5,16,5,21,19,13,21,12,29,-8,-17,-25,1.986058335,1.823441161,5.432777469,0.935952811,1.096711414,0.665773634,2.71E-06,0.559495638,3.4,1.9,0,-3,-3,0,0,0,0,2.246594515,21,1,22,-6,3,-10,10,25,-4,21,1.838852104,1.6563357,0.160532496,-0.114343677,0,-2.752800936,-1.766675249,-0.03255488,1.79,2
1.67,8,9,17,6,6,3,10,7,3,3,6,3.404141206,3.003335982,8.527733248,4.869056,1.517815808,0.698793984,0.017509705,0.01323355,0.570967203,5.5,5,7,12,9,3,8,6,7,-5,-1,-6,2.526025503,2.525785509,3.833303552,0.681755136,1.139311104,0.018768871,0.01323355,0.437498908,3.75,1.84,5,-1,4,1,0,0,0,1.361028077,1,4,5,-1,-3,2,4,4,8,12,0.878115703,0.477550473,0.378504704,0.017038848,0,-0.234125312,1.035752448,0.133468295,1.88,1
7,17,13,30,18,18,23,12,25,-5,-13,-18,2.64990374,2.568243343,12.45238923,3.988107362,1.27684518,1.481382642,0.832374997,3.89E-07,0.320268447,1.44,36,27,63,4,38,10,35,24,28,11,39,5,4.912147913,6.082526992,2.763357832,0.816327168,0.036699212,0.09208898,0.399483461,4.33,1.57,-2,1,-1,0,0,0,1,3.521106135,-10,-23,-33,-6,-12,2,-13,-16,-41,-57,-2.35009626,-2.34390457,0.460518012,-1.28197519,0,-2.773590271,-2.09441963,-0.079215014,2.4,2
2.5,15,5,20,19,20,23,10,22,-3,-12,-15,2.473866344,2.17270716,6.367291098,3.453513577,1.528981098,1.724479615,0.428068426,0.0001441,0.542383492,3,16,13,29,11,14,12,13,19,2,-6,-4,3.189258979,2.885054972,6.4342654,1.33856665,1.153363423,0.343962643,0.008522888,0.636386045,3.4,1.96,2,2,4,0,0,0,0,3.515632828,2,-11,-9,1,10,-2,8,3,-14,-11,-0.715392635,-0.712347812,0.375617675,0.385912964,0,-3.743341361,-2.980751823,-0.094002553,1.83,1
1.833,3,10,13,20,7,14,10,20,-7,-10,-17,2.077948533,2.249919432,11.3639737,5.35053178,0.867589653,2.11090264,0.16220588,0.014625335,0.47083282,3.75,8,7,15,19,9,13,10,19,-4,-9,-13,2.233856211,2.318269033,5.853732641,0.905713881,1.668011068,0.15558617,0.007226503,0.506542992,3.25,1.92,-3,7,4,0,0,0,0,3.290506971,-4,2,-2,-12,4,-3,11,2,-6,-4,-0.155907678,-0.068349601,-0.800421415,1.205188758,0,-0.1922668,-0.503200861,-0.035710172,1.73,0
2.4,15,2,17,15,11,9,3,15,2,-12,-10,2.57884744,2.506165565,6.106621932,3.806695172,0.745876984,1.461689131,0.070759235,0.011678567,0.62337168,2.88,8,14,22,6,7,14,14,9,-7,5,-2,3.127856353,3.083260146,6.405868299,1.517659596,1.722714717,0.056856643,0.034562016,0.557615055,3.4,1.94,4,-1,3,0,0,0,0,1.960175705,1,-6,-5,2,-5,-11,8,-3,-5,-8,-0.549008913,-0.577094581,-0.976837733,-0.055970465,0,-5.381353933,-2.599173127,0.065756624,1.8,0
2,22,11,33,7,16,7,12,18,9,-6,3,3.7641747,3.626846271,11.95379161,6.971055581,1.060945659,1.332071691,0.107932419,0.101266462,0.583166899,3.75,14,7,21,14,17,14,13,22,3,-9,-6,2.613526115,2.806590171,6.549246372,0.931924096,1.943892984,0.228492932,0.01035796,0.536783939,3.5,1.83,2,6,8,0,0,0,0,2.026040197,15,-3,12,-6,-6,-2,1,18,-9,9,1.150648585,0.820256101,-0.882947325,0.400147595,0,-0.247106934,0.421809209,0.04638296,1.97,2
2.63,10,10,20,4,7,5,8,5,2,3,5,3.533696916,3.205201864,10.43330705,6.145098076,1.323907277,1.066217472,0.02872065,0.024723526,0.58898852,2.75,16,7,23,3,15,5,9,8,10,1,11,3.699186275,3.24146932,7.356793856,1.813762417,0.948245811,0.024059575,0.030046773,0.55689036,3.25,2.03,1,-1,0,1,0,0,1,0.093252281,3,-6,-3,-1,-4,3,-10,1,-7,-6,-0.165489358,-0.036267456,0.375661466,-0.747544945,-1,-2.777181737,-1.21169578,0.03209816,1.76,0
1.57,3,1,4,13,6,0,1,4,6,-3,3,2.76345,2.57393,6.296,3.824,1.16,0.584,0.003046113,0.002579912,0.607369759,6,1,3,4,11,2,2,4,6,0,-2,-2,2.5054375,2.5434875,2.056,0.912,1.36,0.003046113,0.002851244,0.463898917,4,1.69,-1,0,-1,0,0,0,0,1.845382842,0,0,0,0,-4,-1,2,8,-3,5,0.2580125,0.0304425,-0.2,-0.328,0,1.864,1.768,0.143470842,2.11,2
1.57,1,0,1,10,1,1,0,2,0,-2,-2,2.381651376,2.476330275,6.44,1.16,0.16,0.56,0.002179909,0.002144176,0.180124224,6.5,0,0,0,19,1,2,1,2,-1,-1,-2,2.36,2.4608,1.48,0.36,0.72,0.002187491,0.001827146,0.313559322,3.6,2.08,1,-2,-1,1,0,0,0,4.008568057,1,0,1,-1,0,-2,1,1,-1,0,0.021651376,0.015530275,-0.56,0.2,0,1.72,-0.32,-0.133435098,1.73,0
2.88,29,21,50,6,22,15,22,27,7,-5,2,4.278251894,3.944785217,12.21569633,7.181106636,1.614981188,1.426497991,0.169271728,0.055576213,0.587858968,2.4,23,19,42,7,19,12,17,19,7,-2,5,4.045176449,3.994466403,8.641359067,1.327177613,1.495744269,0.321779456,0.015529715,0.611494654,3.4,1.91,2,11,13,0,0,0,0,2.044398343,10,-2,8,3,-2,10,8,9,-12,-3,0.233075445,-0.049681186,0.119236919,0.099320378,0,-1.915840248,-1.460252431,-0.023635686,1.88,1
1.53,40,43,83,3,38,12,36,14,26,22,48,5,4.980066738,18.4532501,9.831568896,2.76184085,0.583457963,0.000883826,0.782704538,0.53278251,6.5,35,16,51,8,21,10,23,32,11,-9,2,4.848852855,4.343334217,6.417864226,1.25906321,0.972223786,0.556100884,0.000497955,0.575636009,4,1.69,9,1,10,0,1,1,0,3.423550953,24,8,32,6,-11,26,-7,35,11,46,0.151147145,0.63673252,1.789617064,-0.675605247,1,7.304079228,3.41370467,-0.0428535,2.07,1
2.37,7,6,13,17,8,10,9,13,-2,-4,-6,2.542888811,2.497605528,7.526584201,4.501115621,1.239657973,1.514123804,0.088921617,0.004991594,0.598029,2.9,14,4,18,10,12,8,5,19,4,-14,-10,2.51745031,2.585858322,4.320326165,1.085964789,1.981655471,0.078473052,0.028868623,0.595510099,3.2,1.95,-1,0,-1,0,0,0,0,0.150414235,3,-8,-5,-11,5,1,1,12,-8,4,0.025438501,-0.088252794,-0.741997498,0.428159014,0,0.271751453,0.180789457,0.002518901,1.75,2
1.29,23,16,39,2,22,9,12,7,13,5,18,4.672219004,4.362347023,16.02531581,9.46890368,1.410209862,0.816524843,0.031530323,0.15489621,0.59087158,11,19,9,28,10,11,4,7,10,7,-3,4,3.555861914,3.145050706,4.332489153,1.147166996,0.561736909,0.149381775,0.021818436,0.565037408,5.5,1.64,7,-1,6,0,1,0,0,0.495274094,14,-3,11,12,2,8,-4,16,-2,14,1.116357091,1.217296318,0.848472953,-0.330642153,0,8.357701077,5.136414527,0.025834173,2.21,1
1.25,32,32,64,1,25,3,24,5,22,19,41,5,4.909587396,11.4128762,6.945355162,2.01491003,0.131482765,0.002475656,0.486752256,0.608554324,11,20,12,32,11,17,10,14,17,7,-3,4,3.531570222,3.422696922,4.885458301,1.222872693,1.198238447,0.367419879,0.002101718,0.500012753,5.5,1.75,8,0,8,0,1,0,0,2.835859312,20,12,32,8,-11,14,-12,25,12,37,1.468429778,1.486890474,0.816671584,-1.091389928,0,1.642208799,2.059896861,0.108541572,1.95,0
4.5,7,5,12,17,9,15,7,21,-6,-14,-20,1.709635933,1.891070121,7.739495897,2.26542634,0.710335485,1.91059762,0.164474457,0.000252273,0.292709806,1.95,18,6,24,11,18,15,8,13,3,-5,-2,3.023037313,3.182749385,3.61735965,1.34562708,2.348826421,0.116225591,0.009232735,0.304105467,3.5,2,1,3,4,1,0,0,0,0.815201866,1,-13,-12,-4,7,-8,3,-1,-17,-18,-1.313401379,-1.291679264,-1.638490936,0.56497054,0,-4.155586705,-1.351933309,-0.011395661,1.8,2
2.05,17,13,30,15,16,15,16,26,1,-10,-9,2.873328792,2.951505965,9.961052044,5.644700086,1.16854152,1.820174126,0.640824276,0.000162473,0.5666771,4,24,9,33,13,16,15,11,30,1,-19,-18,2.688970837,2.724993645,4.719311337,0.570989131,1.412267879,0.581454694,0.00036159,0.610795114,3.5,2.06,0,2,2,0,0,0,0,3.539424674,8,-11,-3,-14,4,1,10,20,-11,9,0.184357955,0.22651232,-0.243726359,1.249184996,0,2.234547312,0.925388749,-0.044118014,1.75,0
4.75,24,16,40,10,25,19,19,29,6,-10,-4,3.380986986,3.204467339,8.874331219,4.284653224,1.136315207,1.081262578,0.706648278,0.000645813,0.482814211,1.8,34,27,61,4,35,13,29,20,22,9,31,5,4.919355922,9.274391363,1.987745411,0.921329352,0.119432968,0.078473052,0.621500204,3.8,1.75,-7,8,1,0,0,1,1,0.031274878,-3,-18,-21,5,-10,6,-6,-3,-32,-35,-1.619013014,-1.714888583,0.214985856,-0.906482833,0,-6.048256576,-4.989738139,-0.138685993,2.06,2
3.6,11,9,20,6,10,5,9,7,5,2,7,3.493172121,3.072951094,10.31547781,4.002570342,1.783626035,0.783450112,0.015843436,0.021818436,0.388015991,1.95,10,7,17,11,8,8,9,9,0,0,0,3.146833393,2.84174859,6.15763497,1.645045555,1.483991962,0.019717475,0.012714655,0.533282922,3.6,1.72,-2,3,1,0,0,0,1,2.765147506,4,-1,3,1,-4,1,-1,5,2,7,0.346338728,0.231202503,0.299634074,-0.861595443,0,-1.231179162,-2.155064627,-0.145266931,2.1,2
2.9,0,0,0,9,0,0,0,1,0,-1,-1,2.43,2.486,2,1.2,0,0.2,0.001533811,0.001466319,0.6,2.4,3,0,3,13,1,0,0,0,1,0,1,2.675,2.535,1.4,0.2,0,0.001533811,0.001466319,0.4375,3.4,2.19,1,4,5,0,0,0,0,1.426319213,0,-3,-3,0,0,0,0,0,-2,-2,-0.245,-0.049,0,0,0,-1.2,-0.2,0.1625,1.66,2
4,21,15,36,14,21,26,11,20,-5,-9,-14,3.061178222,2.872949414,9.729648497,3.654630653,1.226924752,1.63596898,0.846364166,8.92E-05,0.375617953,2,32,26,58,6,27,16,20,20,11,0,11,4.903058911,4.720277875,4.705337136,1.239199764,0.909264097,0.088281719,0.151829059,0.306770289,3.6,1.97,-4,6,2,0,0,1,1,1.357692815,-5,-17,-22,1,6,-5,-7,-5,-20,-25,-1.841880689,-1.847328461,0.317660655,0.396769215,0,-5.608659346,-1.050706484,0.068847664,1.82,0
1.85,21,22,43,8,18,19,19,21,-1,-2,-3,3.937573699,3.848574394,16.48033136,5.334726433,1.085697468,1.447211967,0.235746077,0.051560469,0.32370262,4.75,20,8,28,16,13,18,6,20,-5,-14,-19,2.445785124,2.402609352,3.960028009,0.557900404,0.919972621,0.716133348,0.00036159,0.379550678,3.6,2.17,2,-1,1,0,0,0,0,3.893091496,13,2,15,-2,13,1,8,13,3,16,1.491788576,1.445965041,0.165724847,0.889311563,0,6.046868219,1.374698424,-0.055848058,1.67,1
2.88,18,16,34,9,14,13,13,15,1,-2,-1,3.447248465,3.221895531,10.05574346,5.489641962,1.097570976,0.780904907,0.358746636,0.002357862,0.545921044,2.5,32,21,53,3,29,10,22,20,19,2,21,4.839015647,4.802869764,8.158396982,2.157343455,1.535649358,0.015598889,0.331210882,0.567001558,3.25,2.01,-2,7,5,0,0,1,0,3.432563319,-3,-16,-19,-6,-9,3,-14,-1,-21,-22,-1.391767182,-1.580974232,-0.438078383,-1.376438548,0,-4.332924204,-2.66875502,-0.021080514,1.77,1
5.5,17,7,24,9,13,5,7,12,8,-5,3,3.220360974,3.191348976,8.938704149,4.523389154,0.775231354,1.178803802,0.108368023,0.018315639,0.506045292,1.57,23,16,39,2,16,4,11,5,12,6,18,4.952019314,4.435739717,8.043532447,1.297817551,0.447355734,0.033746152,0.098273586,0.517810838,3.8,2.12,-2,9,7,0,0,0,1,3.396010297,1,-16,-15,8,-6,3,-4,2,-17,-15,-1.73165834,-1.244390741,0.327875621,-0.11901375,0,-6.595023342,-3.520143293,-0.011765546,1.64,2
3,3,0,3,6,4,2,2,3,2,-1,1,2.653991597,2.566798319,3.24,2,1.04,0.92,0.002120189,0.002091236,0.617283951,2.4,3,3,6,8,2,1,1,0,1,1,2,2.85875,2.59975,2.88,0.56,0.2,0.002120189,0.002176581,0.529411765,3.25,2,-8,4,-4,1,0,0,1,1.416843863,0,-3,-3,4,1,1,1,1,-2,-1,-0.204758403,-0.032951681,0.84,0.36,-1,-2.2,-0.88,0.087872186,1.74,0
5,8,10,18,9,15,9,7,12,6,-5,1,3.082272809,3.059333331,9.614001848,4.743522539,1.277913859,1.752423435,0.067168187,0.043066924,0.493397298,1.73,18,10,28,1,17,3,11,6,14,5,19,4.435410677,4.308715718,7.96178237,0.86139058,1.021749268,0.03595254,0.071005354,0.486887894,3.6,1.75,3,11,14,0,0,0,1,3.775413992,-2,-8,-10,9,-2,4,-5,1,-19,-18,-1.353137868,-1.249382386,0.25616459,0.891032855,0,-6.738391508,-3.21825983,0.006509404,1.98,0
3.75,10,8,18,16,8,8,7,24,0,-17,-17,2.204785109,2.336266148,9.031835973,5.378835263,0.863601629,2.419204574,0.15941411,0.009232735,0.595541735,2,18,12,30,4,14,10,16,15,4,1,5,3.869991899,3.538714509,9.899524344,1.340225314,0.964735977,0.083279275,0.070651213,0.624581647,3.5,1.85,-4,7,3,0,0,1,0,2.031967625,-2,-10,-12,-7,-8,-3,10,-1,-21,-22,-1.66520679,-1.202448361,-0.101134347,1.07897926,0,-6.818012312,-4.520689081,-0.029039912,1.95,2
1.36,33,21,54,8,32,20,25,28,12,-3,9,4.903832231,4.571463616,13.12381773,7.833030198,2.051887681,1.308178625,0.244414704,0.03337327,0.596856064,10,33,10,43,12,24,12,12,27,12,-15,-3,3.539324953,3.571950152,5.126977054,0.684033426,1.098756098,0.739892776,0.001043682,0.601962975,4.5,1.89,13,5,18,1,0,1,0,3.374960572,23,-12,11,5,8,13,4,27,-15,12,1.364507278,0.999513464,0.953131583,0.624145198,0,4.606720712,2.706053144,-0.00510691,1.85,1
2.5,9,11,20,20,11,22,12,28,-11,-16,-27,1.811338039,1.768703785,10.26280316,5.347818466,0.890755,1.567658097,0.538542486,3.41E-05,0.521087502,2.88,21,9,30,14,18,10,10,24,8,-14,-6,2.854291071,2.801082601,5.2507904,0.9274368,1.4577408,0.412198603,0.002357862,0.545721093,3.25,2.08,-2,1,-1,0,0,0,0,2.296242396,0,-10,-10,-13,12,2,10,3,-24,-21,-1.042953032,-1.032378816,-0.5669858,0.640221297,0,0.641055962,0.097028066,-0.024633591,1.72,2
1.33,4,4,8,9,2,1,5,1,1,4,5,2.978780082,2.644211407,9.6512,3.2896,1.1904,0.2624,0.004184994,0.003379593,0.340848806,11,0,1,1,20,1,5,2,3,-4,-1,-5,2.193540651,2.391393341,1.6672,0.3904,1.2208,0.004258285,0.002357862,0.276906723,5.5,1.66,9,-1,8,1,1,0,0,3.565363819,3,4,7,-1,-1,0,0,2,8,10,0.785239431,0.252818066,-0.0304,-0.128,0,3.6304,1.6224,0.063942083,2.2,1
1.2,16,9,25,3,13,5,7,5,8,2,10,3.923487466,3.408387263,15.74203474,8.793006899,1.422778737,0.592499036,0.01893382,0.030046773,0.558568638,15,5,4,9,15,7,8,3,9,-1,-6,-7,2.356794328,2.36645258,5.504974664,0.950248858,1.405051105,0.034047455,0.01105359,0.602989718,6.5,1.44,12,-2,10,0,1,0,0,1.023676566,12,4,16,4,2,-1,-2,14,3,17,1.566693139,1.041934682,0.017727631,-0.357749821,0,6.612567859,3.288032236,-0.044421081,2.65,1
3,1,0,1,12,0,0,0,3,0,-3,-3,2.331308411,2.466261682,3.32,1,0,0.6,0.002179909,0.002091236,0.301204819,2.1,1,3,4,2,2,2,3,2,0,1,1,2.675,2.563,2.92,0.88,0.72,0.002120189,0.002187491,0.525179856,3.25,1.85,-6,4,-2,0,0,1,0,1.331008939,-2,-1,-3,-2,-3,-2,1,-1,-3,-4,-0.343691589,-0.096738318,-0.72,-0.28,0,-2.24,-1.92,-0.223975037,1.79,0
1.29,24,14,38,4,26,14,16,16,12,0,12,2.650371423,2.572760978,3.52,1.6,0.48,0.4,0.069329215,0.168638147,0.454545455,13,10,5,15,20,14,17,5,16,-3,-11,-14,2.205106209,2.220502091,6.589139658,1.011400422,1.698582625,0.254919988,0.000426457,0.549700419,5,1.73,5,2,7,0,0,0,0,2.917058679,19,4,23,10,9,-1,2,23,3,26,0.445265215,0.352258887,-1.218582625,-0.611400422,0,-8.466783045,-4.989139658,-0.095154964,2.03,1
3.4,13,12,25,19,14,20,16,28,-6,-12,-18,2.349375231,2.279943173,13.30663478,7.483747077,1.565194363,1.951075953,0.587869673,0.002618902,0.56240719,2.2,28,11,39,6,23,11,12,21,12,-9,3,4.116253641,3.66063,7.058941391,1.416957232,0.763664998,0.367879441,0.168638147,0.577677552,3.3,2.12,-5,9,4,0,0,1,0,3.550684207,2,-16,-14,-7,8,5,5,3,-24,-21,-1.766878409,-1.380686827,0.801529365,0.534118721,0,1.087116528,0.424805686,-0.015270362,1.68,1
2.87,13,10,23,17,15,19,12,19,-4,-7,-11,2.527695311,2.363514472,11.4656826,6.961322288,1.315396672,1.123312345,0.375311099,0.00307331,0.607144165,2.5,20,27,47,4,18,12,20,12,6,8,14,3.056826195,2.698085337,1.264,0.648,0.16,0.059796655,0.358796465,0.378896882,3.3,1.98,-1,5,4,0,0,1,0,1.361028077,-14,-10,-24,3,-1,0,1,-12,-13,-25,-0.529130884,-0.334570866,1.155396672,0.475312345,0,8.129682599,5.697322288,0.228247283,1.77,2
1.909,24,22,46,8,23,20,17,19,3,-2,1,4.222052928,3.979937826,9.260340398,5.367260947,1.303168373,1.252060086,0.34338985,0.137380614,0.579596507,3.5,17,17,34,16,16,20,22,25,-4,-3,-7,3.105859255,3.280969342,5.748384527,1.086424943,2.109211893,0.790131766,0.004991594,0.563851265,3.25,1.8,-2,-1,-3,0,0,1,0,2.799659425,7,5,12,-2,-2,-3,3,6,2,8,1.116193673,0.698968484,-0.80604352,0.165635143,0,-0.934519274,-0.38112358,0.015745241,1.9,2
1.29,31,29,60,4,24,11,32,23,13,9,22,4.891740774,4.900016323,15.30559808,5.961795814,2.006345401,1.287438145,0.060675079,0.396531419,0.389517338,13,22,18,40,14,19,22,12,18,-3,-6,-9,3.463431209,3.423826499,2.245688802,0.690646371,1.057503438,0.696804775,0.005516564,0.210456087,6,1.62,9,-3,6,0,1,0,0,2.086262477,13,7,20,6,-1,10,4,19,12,31,1.428309565,1.476189824,0.948841964,0.596791773,0,4.635016682,3.716107012,0.179061251,2.28,1
2,12,3,15,18,14,12,8,20,2,-12,-10,2.411503481,2.215608946,12.59036958,6.461552987,1.113282753,1.047860408,0.109868375,0.006188887,0.513213925,3.75,9,7,16,18,9,10,8,11,-1,-3,-4,2.56597199,2.483855876,7.817305327,1.387231412,1.409615893,0.108729853,0.00375375,0.596426712,3.5,1.9,1,-2,-1,0,0,0,0,4.008568057,5,-6,-1,3,4,-2,11,5,-11,-6,-0.154468509,-0.26824693,-0.29633314,-0.339371004,0,-0.516530508,-1.355752341,-0.083212787,1.89,2
1.16,28,29,57,1,27,3,23,7,24,16,40,5,4.871884444,13.87415956,6.243886456,2.400788648,0.601546158,0.003606563,0.324652467,0.450037095,13,9,13,22,14,6,11,14,17,-5,-3,-8,2.873552958,2.668739835,3.520024817,1.10798529,1.137899882,0.307108076,0.000710174,0.252922727,7.5,1.44,1,-2,-1,0,1,0,0,3.521106135,15,20,35,10,-11,12,1,27,21,48,2.126447042,2.203144609,1.262888766,-0.506439132,0,-0.04323273,2.72386164,0.197114367,2.75,1
2.38,3,4,7,5,3,2,4,2,1,2,3,2.876464225,2.719177177,8.0432,2.944,0.9888,0.688,0.004084502,0.004127844,0.366023473,3.1,6,6,12,1,6,2,9,4,4,5,9,3.48137875,2.89298575,4.6672,2.3232,0.9824,0.003642304,0.00431784,0.37937313,3.5,1.78,0,8,8,0,1,0,1,2.835859312,-3,-2,-5,-1,-7,2,-4,-4,-2,-6,-0.604914525,-0.173808573,0.0064,-1.6352,0,-4.2592,-1.7232,-0.013349657,2.02,0
3.2,0,0,0,10,0,0,0,0,0,0,0,2.5,2.5,0,0,0,0,0,0,0,2.3,0,0,0,10,0,0,0,0,0,0,0,2.5,2.5,0,0,0,0,0,0,3.25,1.95,1,9,10,0,0,1,1,3.423550953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.79,1
4.5,9,11,20,5,6,4,5,4,2,1,3,3.160597637,3.102096347,6.946120909,4.429879173,0.787875959,0.783716864,0.031047958,0.023992836,0.637748641,1.72,16,14,30,1,12,6,13,4,6,9,15,4.379013224,3.806422143,5.819223224,2.016246079,0.896069341,0.014264234,0.043936934,0.562678411,3.4,1.79,-3,5,2,0,0,0,1,1.985902503,-5,-5,-10,2,-9,-1,-8,-7,-5,-12,-1.218415586,-0.704325796,-0.108193382,-1.232529215,0,-3.395884601,-1.389344051,0.075070231,1.9,2
1.3,33,21,54,1,34,6,26,13,28,13,41,4.933244326,4.910594814,15.23056801,9.282427762,1.580701199,0.802043941,0.005334969,0.375311099,0.60946038,10,19,8,27,14,22,18,7,14,4,-7,-3,3.283313616,3.018912471,7.209246763,1.703161586,1.604666512,0.331210882,0.007446583,0.527688314,5.5,1.58,3,-6,-3,1,1,1,0,2.819038261,25,2,27,20,-1,8,-9,35,9,44,1.64993071,1.891682343,-0.023965313,-0.901117645,2,1.568626727,2.073180999,0.081772066,2.27,1
1.8,30,28,58,6,29,24,26,29,5,-3,2,4.718425913,4.757945006,13.05048035,4.146980687,1.137141687,1.739784922,0.185341436,0.043717797,0.317764601,4.75,19,15,34,17,19,24,14,25,-5,-11,-16,2.714542313,2.637649159,3.641566598,0.815199408,1.386460644,0.995012479,6.08E-06,0.265896154,3.8,1.77,2,-4,-2,1,0,1,0,2.163947398,15,9,24,4,10,2,10,16,2,18,2.003883599,2.120295847,-0.249318956,0.924585513,0,-0.644966345,0.505414089,0.051868448,2.04,1
2.37,38,19,57,4,35,12,26,27,23,-1,22,4.99095468,4.795213193,11.27931426,4.431791998,2.150467769,1.123899147,0.039158456,0.311922662,0.392913248,2.8,29,29,58,5,28,18,30,20,10,10,20,5,4.726772089,5.834234996,2.196606801,0.931392045,0.047728708,0.201896518,0.413968919,3.5,1.66,1,10,11,1,0,0,1,2.899171864,9,-10,-1,15,-18,8,-1,13,-11,2,-0.00904532,0.068441104,1.219075724,-1.072707654,-1,-2.814098872,-1.402442998,-0.021055671,2.2,1
6,13,5,18,11,11,11,9,13,0,-4,-4,2.821360752,3.001050015,11.60213529,5.279774356,1.09764066,2.183415552,0.056856643,0.014051867,0.455069194,1.61,22,14,36,1,20,6,11,5,14,6,20,4.904556219,4.240087047,7.208841805,2.086662743,0.792634994,0.011312969,0.071005354,0.511399694,3.75,1.8,-5,12,7,0,0,0,1,3.740259591,-1,-17,-18,6,0,3,-7,-6,-18,-24,-2.083195467,-1.239037032,0.305005666,0.096752809,0,-2.494161394,-1.929067449,-0.0563305,1.91,0
7.5,20,4,24,17,18,20,8,39,-2,-31,-33,1.742658423,1.961906632,7.664957248,3.870226978,0.791922464,2.481008052,0.666976811,0.000332125,0.504924796,1.4,34,24,58,3,38,14,28,17,24,11,35,3.817618529,3.263424419,7.72716288,1.557739008,0.788972032,0.023711252,0.557105862,0.586807797,4.5,1.63,-5,2,-3,0,0,0,1,2.206385041,-4,-30,-34,1,-8,-6,1,-13,-55,-68,-2.074960106,-1.301517787,0.002950432,0.923269044,0,-5.50317536,-3.856935902,-0.081883,2.18,2
1.44,1,4,5,18,3,6,6,6,-3,0,-3,2.436461671,2.350993327,10.527104,5.565312,1.45184,1.413248,0.008160317,0.00307331,0.528665054,7.5,5,2,7,14,3,1,3,4,2,-1,1,2.699121069,2.536493803,3.687488,0.798336,0.558336,0.008160317,0.003985869,0.51236061,4.33,1.9,6,0,6,1,0,0,0,0.90135785,-1,-1,-2,-1,3,5,3,-2,-2,-4,-0.262659398,-0.185500476,0.893504,0.614912,0,3.330048,1.877824,0.016304444,1.91,0
1.3,37,16,53,5,32,13,15,22,19,-7,12,4.761831207,4.457887697,11.15890775,6.971133879,1.050838761,0.831818915,0.318223918,0.010889024,0.624714715,9,23,6,29,20,21,32,14,41,-11,-27,-38,1.90039791,1.739992024,5.733639454,1.522490517,2.08859415,0.826844286,7.79E-07,0.555908474,5,1.65,0,-1,-1,1,1,0,0,2.438900631,31,-7,24,-9,-1,-17,1,46,4,50,2.861433297,2.717895673,-1.037755389,-0.690671602,0,0.844908735,1.237494425,0.068806241,2.05,0
1.29,11,16,27,4,8,4,16,8,4,8,12,4.047934965,3.776565989,13.84426373,4.502858731,1.625299318,0.916649072,0.03595254,0.067880939,0.325250863,13,8,4,12,19,9,8,7,18,1,-11,-10,2.383817899,2.144809957,3.949534135,1.21128127,1.277916823,0.070759235,0.00960953,0.332307292,6,1.6,8,-7,1,0,1,0,0,3.594845806,7,8,15,-10,-3,8,-1,15,7,22,1.664117066,1.631756032,0.347382495,-0.294632198,0,1.959077255,0.553324595,-0.007056429,2.3,1
